ENSG00000002745	26
ENSG00000004660	54
ENSG00000005073	75
ENSG00000005102	78
ENSG00000006059	118
ENSG00000006062	119
ENSG00000006116	121
ENSG00000006283	128
ENSG00000006377	130
ENSG00000006432	131
ENSG00000006606	140
ENSG00000006659	147
ENSG00000006837	158
ENSG00000007129	163
ENSG00000007968	190
ENSG00000008118	195
ENSG00000008196	198
ENSG00000008226	199
ENSG00000010379	254
ENSG00000010704	261
ENSG00000011114	272
ENSG00000013392	324
ENSG00000013503	326
ENSG00000014164	338
ENSG00000015520	352
ENSG00000018869	374
ENSG00000022355	403
ENSG00000022556	404
ENSG00000027644	449
ENSG00000034053	491
ENSG00000034239	493
ENSG00000036530	514
ENSG00000036828	517
ENSG00000037965	526
ENSG00000039600	543
ENSG00000039987	545
ENSG00000040731	553
ENSG00000043591	578
ENSG00000044012	579
ENSG00000050767	658
ENSG00000053108	677
ENSG00000053328	679
ENSG00000053702	685
ENSG00000054179	693
ENSG00000054796	705
ENSG00000054803	706
ENSG00000055813	723
ENSG00000057468	741
ENSG00000057593	742
ENSG00000059769	773
ENSG00000060140	778
ENSG00000061337	794
ENSG00000062370	807
ENSG00000062524	809
ENSG00000063127	818
ENSG00000063169	819
ENSG00000063761	831
ENSG00000064195	838
ENSG00000064199	839
ENSG00000064218	842
ENSG00000064835	865
ENSG00000065060	877
ENSG00000065325	886
ENSG00000065371	890
ENSG00000065491	895
ENSG00000065970	917
ENSG00000069696	1043
ENSG00000070047	1058
ENSG00000070193	1065
ENSG00000070759	1089
ENSG00000070808	1094
ENSG00000070985	1101
ENSG00000072080	1133
ENSG00000072182	1140
ENSG00000073067	1175
ENSG00000073146	1177
ENSG00000073150	1178
ENSG00000073598	1188
ENSG00000074660	1226
ENSG00000074803	1232
ENSG00000075388	1257
ENSG00000075891	1280
ENSG00000076650	1303
ENSG00000077498	1339
ENSG00000077800	1349
ENSG00000077935	1350
ENSG00000078549	1378
ENSG00000078795	1388
ENSG00000078900	1393
ENSG00000080166	1434
ENSG00000080224	1437
ENSG00000080573	1447
ENSG00000081138	1472
ENSG00000081386	1483
ENSG00000081800	1490
ENSG00000081818	1492
ENSG00000081853	1493
ENSG00000082175	1503
ENSG00000082497	1514
ENSG00000083812	1547
ENSG00000083814	1548
ENSG00000083817	1549
ENSG00000083838	1551
ENSG00000085465	1598
ENSG00000085491	1599
ENSG00000085644	1604
ENSG00000085741	1609
ENSG00000086159	1626
ENSG00000086288	1631
ENSG00000087116	1664
ENSG00000087237	1670
ENSG00000088280	1706
ENSG00000088320	1709
ENSG00000088538	1718
ENSG00000089091	1754
ENSG00000089163	1762
ENSG00000089250	1771
ENSG00000089505	1780
ENSG00000089558	1781
ENSG00000089723	1788
ENSG00000089737	1789
ENSG00000089847	1793
ENSG00000090534	1822
ENSG00000090539	1823
ENSG00000090565	1825
ENSG00000090659	1829
ENSG00000091106	1847
ENSG00000091128	1849
ENSG00000091262	1857
ENSG00000091536	1867
ENSG00000091831	1878
ENSG00000091844	1879
ENSG00000091879	1880
ENSG00000092009	1884
ENSG00000092850	1919
ENSG00000094796	1938
ENSG00000095627	1967
ENSG00000099769	2034
ENSG00000099866	2052
ENSG00000099953	2064
ENSG00000099957	2067
ENSG00000099958	2068
ENSG00000099974	2071
ENSG00000100024	2083
ENSG00000100078	2100
ENSG00000100121	2114
ENSG00000100156	2124
ENSG00000100197	2130
ENSG00000100207	2133
ENSG00000100218	2137
ENSG00000100228	2144
ENSG00000100249	2151
ENSG00000100253	2152
ENSG00000100271	2156
ENSG00000100276	2157
ENSG00000100302	2171
ENSG00000100314	2176
ENSG00000100346	2189
ENSG00000100399	2211
ENSG00000100433	2225
ENSG00000100565	2254
ENSG00000100583	2261
ENSG00000100605	2270
ENSG00000100678	2283
ENSG00000100884	2311
ENSG00000100897	2315
ENSG00000100918	2321
ENSG00000101162	2365
ENSG00000101180	2367
ENSG00000101188	2371
ENSG00000101197	2377
ENSG00000101200	2380
ENSG00000101203	2381
ENSG00000101216	2385
ENSG00000101222	2387
ENSG00000101230	2389
ENSG00000101251	2393
ENSG00000101280	2398
ENSG00000101282	2399
ENSG00000101298	2402
ENSG00000101327	2408
ENSG00000101331	2409
ENSG00000101349	2418
ENSG00000101353	2420
ENSG00000101425	2434
ENSG00000101442	2439
ENSG00000101463	2448
ENSG00000101542	2455
ENSG00000101638	2466
ENSG00000101898	2494
ENSG00000102468	2573
ENSG00000102678	2585
ENSG00000102870	2605
ENSG00000102891	2612
ENSG00000102904	2618
ENSG00000102924	2622
ENSG00000103021	2637
ENSG00000103023	2638
ENSG00000103184	2667
ENSG00000103199	2672
ENSG00000103269	2686
ENSG00000103319	2692
ENSG00000103546	2727
ENSG00000103599	2732
ENSG00000104044	2756
ENSG00000104059	2759
ENSG00000104221	2778
ENSG00000104415	2806
ENSG00000104432	2809
ENSG00000104524	2820
ENSG00000104728	2839
ENSG00000104755	2842
ENSG00000104804	2849
ENSG00000104808	2851
ENSG00000104826	2857
ENSG00000104848	2860
ENSG00000104883	2872
ENSG00000104938	2890
ENSG00000104941	2891
ENSG00000104974	2902
ENSG00000105085	2914
ENSG00000105141	2922
ENSG00000105261	2948
ENSG00000105366	2967
ENSG00000105428	2986
ENSG00000105467	2992
ENSG00000105479	2994
ENSG00000105497	2997
ENSG00000105549	3008
ENSG00000105550	3009
ENSG00000105609	3018
ENSG00000105617	3022
ENSG00000105641	3027
ENSG00000105642	3028
ENSG00000105650	3032
ENSG00000105662	3035
ENSG00000105668	3037
ENSG00000105672	3040
ENSG00000105679	3044
ENSG00000105695	3045
ENSG00000105784	3068
ENSG00000105880	3087
ENSG00000105929	3093
ENSG00000105982	3102
ENSG00000105989	3104
ENSG00000105996	3106
ENSG00000106018	3114
ENSG00000106031	3117
ENSG00000106038	3119
ENSG00000106113	3132
ENSG00000106123	3133
ENSG00000106125	3134
ENSG00000106128	3135
ENSG00000106246	3144
ENSG00000106304	3153
ENSG00000106336	3159
ENSG00000106341	3160
ENSG00000106633	3205
ENSG00000106648	3209
ENSG00000106852	3233
ENSG00000107147	3252
ENSG00000107165	3255
ENSG00000107187	3259
ENSG00000107282	3267
ENSG00000107338	3272
ENSG00000107611	3290
ENSG00000107807	3309
ENSG00000107859	3317
ENSG00000107864	3320
ENSG00000107882	3323
ENSG00000108018	3340
ENSG00000108244	3359
ENSG00000108379	3372
ENSG00000108381	3373
ENSG00000108684	3424
ENSG00000108733	3427
ENSG00000108759	3428
ENSG00000108785	3433
ENSG00000108839	3446
ENSG00000109066	3472
ENSG00000109101	3479
ENSG00000109158	3486
ENSG00000109163	3487
ENSG00000109181	3490
ENSG00000109684	3531
ENSG00000109705	3535
ENSG00000109738	3537
ENSG00000109758	3540
ENSG00000109944	3561
ENSG00000110318	3603
ENSG00000110375	3610
ENSG00000110427	3614
ENSG00000110680	3634
ENSG00000110887	3661
ENSG00000111087	3682
ENSG00000111181	3687
ENSG00000111199	3690
ENSG00000111218	3694
ENSG00000111224	3695
ENSG00000111249	3701
ENSG00000111254	3703
ENSG00000111262	3705
ENSG00000111291	3711
ENSG00000111404	3728
ENSG00000111671	3760
ENSG00000111701	3768
ENSG00000111713	3771
ENSG00000111732	3779
ENSG00000111788	3786
ENSG00000111816	3792
ENSG00000111834	3795
ENSG00000111846	3799
ENSG00000111879	3806
ENSG00000111981	3817
ENSG00000112053	3822
ENSG00000112139	3832
ENSG00000112195	3842
ENSG00000112218	3847
ENSG00000112246	3853
ENSG00000112273	3855
ENSG00000112293	3860
ENSG00000112309	3869
ENSG00000112333	3873
ENSG00000112337	3875
ENSG00000112365	3879
ENSG00000112499	3891
ENSG00000112539	3896
ENSG00000112584	3903
ENSG00000112599	3905
ENSG00000112624	3907
ENSG00000112981	3946
ENSG00000113073	3955
ENSG00000113100	3958
ENSG00000113196	3966
ENSG00000113209	3967
ENSG00000113212	3968
ENSG00000113248	3971
ENSG00000113327	3983
ENSG00000113430	3996
ENSG00000113492	4001
ENSG00000113525	4005
ENSG00000113555	4008
ENSG00000113763	4041
ENSG00000113805	4043
ENSG00000113946	4054
ENSG00000114248	4077
ENSG00000114487	4104
ENSG00000114529	4108
ENSG00000114654	4120
ENSG00000114656	4121
ENSG00000114670	4122
ENSG00000114805	4140
ENSG00000115257	4200
ENSG00000115353	4221
ENSG00000115423	4235
ENSG00000115507	4247
ENSG00000115568	4260
ENSG00000115592	4262
ENSG00000115596	4265
ENSG00000115598	4266
ENSG00000116031	4323
ENSG00000116035	4324
ENSG00000116039	4325
ENSG00000116147	4339
ENSG00000116176	4344
ENSG00000116205	4349
ENSG00000116218	4353
ENSG00000116254	4357
ENSG00000116525	4377
ENSG00000116544	4379
ENSG00000116574	4381
ENSG00000116783	4416
ENSG00000116819	4423
ENSG00000116882	4432
ENSG00000116981	4442
ENSG00000117013	4451
ENSG00000117242	4476
ENSG00000117318	4484
ENSG00000117425	4498
ENSG00000117477	4504
ENSG00000117586	4518
ENSG00000117597	4523
ENSG00000117598	4524
ENSG00000117600	4525
ENSG00000117971	4554
ENSG00000118004	4557
ENSG00000118094	4561
ENSG00000118113	4563
ENSG00000118156	4565
ENSG00000118231	4574
ENSG00000118369	4589
ENSG00000118434	4595
ENSG00000118492	4600
ENSG00000118557	4613
ENSG00000118733	4628
ENSG00000118965	4645
ENSG00000118997	4648
ENSG00000119283	4664
ENSG00000119457	4686
ENSG00000119698	4719
ENSG00000119703	4721
ENSG00000119715	4726
ENSG00000119737	4732
ENSG00000119771	4734
ENSG00000119915	4753
ENSG00000119919	4755
ENSG00000119946	4761
ENSG00000119973	4766
ENSG00000120054	4775
ENSG00000120068	4778
ENSG00000120075	4780
ENSG00000120088	4781
ENSG00000120160	4789
ENSG00000120215	4792
ENSG00000120262	4798
ENSG00000120324	4807
ENSG00000120327	4808
ENSG00000120329	4809
ENSG00000120332	4810
ENSG00000120440	4817
ENSG00000120457	4819
ENSG00000120471	4821
ENSG00000120555	4829
ENSG00000120563	4830
ENSG00000120645	4833
ENSG00000120658	4836
ENSG00000120696	4848
ENSG00000120903	4877
ENSG00000120949	4886
ENSG00000121075	4899
ENSG00000121101	4900
ENSG00000121236	4905
ENSG00000121270	4906
ENSG00000121297	4910
ENSG00000121388	4917
ENSG00000121406	4919
ENSG00000121446	4924
ENSG00000121454	4925
ENSG00000121634	4936
ENSG00000121853	4955
ENSG00000121871	4958
ENSG00000121905	4965
ENSG00000122012	4975
ENSG00000122136	4987
ENSG00000122254	4998
ENSG00000122420	5011
ENSG00000122432	5012
ENSG00000122574	5029
ENSG00000122735	5051
ENSG00000123009	5076
ENSG00000123119	5086
ENSG00000123171	5097
ENSG00000123307	5108
ENSG00000123364	5117
ENSG00000123388	5120
ENSG00000123407	5123
ENSG00000123411	5124
ENSG00000123427	5127
ENSG00000123447	5129
ENSG00000123453	5130
ENSG00000123454	5131
ENSG00000123612	5151
ENSG00000123901	5168
ENSG00000123965	5171
ENSG00000124019	5179
ENSG00000124103	5185
ENSG00000124116	5188
ENSG00000124143	5193
ENSG00000124196	5206
ENSG00000124215	5214
ENSG00000124217	5216
ENSG00000124227	5221
ENSG00000124249	5226
ENSG00000124251	5227
ENSG00000124257	5230
ENSG00000124449	5249
ENSG00000124469	5252
ENSG00000124493	5257
ENSG00000124496	5258
ENSG00000124507	5259
ENSG00000124549	5265
ENSG00000124564	5267
ENSG00000124568	5268
ENSG00000124602	5276
ENSG00000124608	5277
ENSG00000124613	5278
ENSG00000124721	5289
ENSG00000124780	5298
ENSG00000124818	5310
ENSG00000125046	5321
ENSG00000125122	5324
ENSG00000125207	5331
ENSG00000125319	5341
ENSG00000125388	5352
ENSG00000125409	5354
ENSG00000125434	5357
ENSG00000125449	5360
ENSG00000125462	5366
ENSG00000125485	5369
ENSG00000125492	5370
ENSG00000125510	5373
ENSG00000125531	5376
ENSG00000125571	5380
ENSG00000125741	5405
ENSG00000125815	5419
ENSG00000125820	5422
ENSG00000125823	5424
ENSG00000125864	5438
ENSG00000125878	5446
ENSG00000125888	5448
ENSG00000125900	5452
ENSG00000125945	5458
ENSG00000125975	5467
ENSG00000125998	5471
ENSG00000126259	5499
ENSG00000126266	5503
ENSG00000126460	5514
ENSG00000126467	5517
ENSG00000126500	5518
ENSG00000126549	5521
ENSG00000126583	5525
ENSG00000126603	5527
ENSG00000126861	5555
ENSG00000127081	5572
ENSG00000127129	5577
ENSG00000127252	5584
ENSG00000127364	5593
ENSG00000127366	5594
ENSG00000127377	5595
ENSG00000127533	5612
ENSG00000127578	5617
ENSG00000127580	5618
ENSG00000127588	5621
ENSG00000127903	5637
ENSG00000128165	5664
ENSG00000128203	5667
ENSG00000128242	5670
ENSG00000128262	5673
ENSG00000128285	5681
ENSG00000128346	5690
ENSG00000128408	5693
ENSG00000128482	5697
ENSG00000128617	5723
ENSG00000128645	5726
ENSG00000128652	5727
ENSG00000128709	5734
ENSG00000128710	5735
ENSG00000128713	5736
ENSG00000128917	5753
ENSG00000129028	5765
ENSG00000129151	5775
ENSG00000129167	5779
ENSG00000129204	5786
ENSG00000129214	5787
ENSG00000129437	5805
ENSG00000129467	5811
ENSG00000129535	5823
ENSG00000129646	5832
ENSG00000129654	5833
ENSG00000129673	5836
ENSG00000129749	5843
ENSG00000129965	5854
ENSG00000130023	5862
ENSG00000130037	5866
ENSG00000130045	5868
ENSG00000130167	5880
ENSG00000130363	5917
ENSG00000130377	5918
ENSG00000130427	5924
ENSG00000130433	5926
ENSG00000130487	5931
ENSG00000130561	5947
ENSG00000130584	5948
ENSG00000130595	5952
ENSG00000130653	5960
ENSG00000130684	5964
ENSG00000130700	5967
ENSG00000130701	5968
ENSG00000130766	5991
ENSG00000130772	5994
ENSG00000130783	5997
ENSG00000130812	6002
ENSG00000130876	6014
ENSG00000130943	6020
ENSG00000130957	6023
ENSG00000130997	6028
ENSG00000131019	6034
ENSG00000131044	6039
ENSG00000131059	6042
ENSG00000131061	6043
ENSG00000131096	6050
ENSG00000131097	6051
ENSG00000131126	6055
ENSG00000131142	6057
ENSG00000131183	6065
ENSG00000131233	6070
ENSG00000131379	6085
ENSG00000131398	6089
ENSG00000131480	6106
ENSG00000131686	6124
ENSG00000131808	6144
ENSG00000131845	6148
ENSG00000131849	6150
ENSG00000131864	6151
ENSG00000131951	6162
ENSG00000132000	6167
ENSG00000132003	6169
ENSG00000132016	6173
ENSG00000132141	6181
ENSG00000132164	6184
ENSG00000132259	6193
ENSG00000132517	6240
ENSG00000132622	6258
ENSG00000132623	6259
ENSG00000132631	6260
ENSG00000132681	6272
ENSG00000132702	6278
ENSG00000132704	6280
ENSG00000132763	6287
