HG_AC16_U_U	1
HG_ADIPOSE_OMENTAL_ENCDO271OUW_U	2
HG_ADIPOSE_SUBCU_ENCDO793LXB_U	3
HG_ADRENAL_ENCDO271OUW_U	4
HG_ADRENAL_ENCDO451RUA_U	5
HG_ADRENAL_ENCDO528BHB_U	6
HG_ADRENAL_ENCDO575EGL_U	7
HG_ADRENAL_ENCDO575WHY_U	8
HG_ADRENAL_ENCDO845WKR_U	9
HG_ALL_SJHBBBM5GW9_U	10
HG_ALL_SJHBBBM5PY5_U	11
HG_ALL_SJHBBBM5TXY_U	12
HG_ALL_SJHBBBN9RFN_U	13
HG_AML_IPSC_RUNX1_KD_U	14
HG_AML_IPSC_U_U	15
HG_AORTA_THORACIC_ENCDO451RUA_U	16
HG_ATAC_IN_27_U_U	17
HG_ATL10_U_NO_TX	18
HG_ATL22_U_NO_TX	19
HG_ATL25_U_NO_TX	20
HG_ATL4_U_NO_TX	21
HG_ATL8_U_NO_TX	22
HG_BEAS_2B_U_CAL	23
HG_BEAS_2B_U_CALPOLYLC	24
HG_BEAS_2B_U_POLYLC	25
HG_BEAS_2B_U_SHAM	26
HG_BJ_U_DEEP_SENESCENCE	27
HG_BJ_U_GROWING	28
HG_BJ_U_QUIESCENCE	29
HG_BJ_U_REVERSAL_SENESCENCE	30
HG_BJ_U_SENESCENCE	31
HG_BREAST_EPITHELIUM_ENCDO271OUW_U	32
HG_BREAST_EPITHELIUM_ENCDO793LXB_U	33
HG_BRONCHIAL_EPITHELIUM_AAEC_CAL	34
HG_BRONCHIAL_EPITHELIUM_AAEC_CALPOLYLC	35
HG_BRONCHIAL_EPITHELIUM_AAEC_POLYLC	36
HG_BRONCHIAL_EPITHELIUM_AAEC_SHAM	37
HG_BRONCHIAL_EPITHELIUM_NHBEC_CAL	38
HG_BRONCHIAL_EPITHELIUM_NHBEC_CALPOLYLC	39
HG_BRONCHIAL_EPITHELIUM_NHBEC_POLYLC	40
HG_BRONCHIAL_EPITHELIUM_NHBEC_SHAM	41
HG_B_CELL_BRWD1_MUT_CVID_U	42
HG_B_CELL_BRWD1_MUT_U	43
HG_B_CELL_CD27NEG_SUBJECT_A_U	44
HG_B_CELL_CD27NEG_SUBJECT_D_U	45
HG_B_CELL_CD27NEG_SUBJECT_E_U	46
HG_B_CELL_CD27NEG_SUBJECT_F_U	47
HG_B_CELL_CD27POS_SUBJECT_A_U	48
HG_B_CELL_CD27POS_SUBJECT_D_U	49
HG_B_CELL_CD27POS_SUBJECT_E_U	50
HG_B_CELL_CD27POS_SUBJECT_F_U	51
HG_B_CELL_CVID_U	52
HG_B_CELL_DONOR1_EBV_D0	53
HG_B_CELL_DONOR1_EBV_D2	54
HG_B_CELL_DONOR1_EBV_D21	55
HG_B_CELL_DONOR2_EBV_D0	56
HG_B_CELL_DONOR2_EBV_D2	57
HG_B_CELL_DONOR2_EBV_D21	58
HG_B_CELL_DONOR2_EBV_D7	59
HG_B_CELL_LINE697_U_U	60
HG_B_CELL_LINE_NA18502_U	61
HG_B_CELL_LINE_NA18505_U	62
HG_B_CELL_LINE_NA18511_U	63
HG_B_CELL_LINE_NA18519_U	64
HG_B_CELL_LINE_NA18520_U	65
HG_B_CELL_LINE_NA18522_U	66
HG_B_CELL_LINE_NA18852_U	67
HG_B_CELL_LINE_NA18855_U	68
HG_B_CELL_LINE_NA18870_U	69
HG_B_CELL_LINE_NA19098_U	70
HG_B_CELL_LINE_NA19101_U	71
HG_B_CELL_LINE_NA19102_U	72
HG_B_CELL_LINE_NA19108_U	73
HG_B_CELL_LINE_NA19116_U	74
HG_B_CELL_LINE_NA19128_U	75
HG_B_CELL_LINE_NA19160_U	76
HG_B_CELL_LINE_NA19527_U	77
HG_B_CELL_LYMPHOMA_NA18501_U	78
HG_B_CELL_MEMORY_1001_STIM	79
HG_B_CELL_MEMORY_1001_U	80
HG_B_CELL_MEMORY_1002_STIM	81
HG_B_CELL_MEMORY_1002_U	82
HG_B_CELL_MEMORY_1003_STIM	83
HG_B_CELL_MEMORY_1004_U	84
HG_B_CELL_MOTHER_U	85
HG_B_CELL_NAIVE_1001_STIM	86
HG_B_CELL_NAIVE_1001_U	87
HG_B_CELL_NAIVE_1002_U	88
HG_B_CELL_NAIVE_1003_STIM	89
HG_B_CELL_NAIVE_1004_U	90
HG_B_CELL_TOTAL_1001_STIM	91
HG_B_CELL_TOTAL_1001_U	92
HG_B_CELL_TOTAL_1002_STIM	93
HG_B_CELL_TOTAL_1002_U	94
HG_B_CELL_TOTAL_1003_STIM	95
HG_B_CELL_TOTAL_1003_U	96
HG_B_CELL_TOTAL_1004_U	97
HG_B_CELL_U_GMP1_LOW	98
HG_B_CELL_U_GMP2_MID	99
HG_B_CELL_U_GMP3_HIGH	100
HG_B_CELL_U_U	101
HG_CARDIAC_SEPTUM_U_U	102
HG_CASKI_U_U	103
HG_COLON_DESCENDING_ENCDO186XRB_U	104
HG_COLON_LEFT_ENCDO411EVD_U	105
HG_COLON_MUCOSA_ENCDO575WHY_U	106
HG_COLON_ORGANOID_AGE34_ETHANOL	107
HG_COLON_ORGANOID_AGE34_U	108
HG_COLON_ORGANOID_AGE53_ETHANOL	109
HG_COLON_ORGANOID_AGE53_U	110
HG_COLON_ORGANOID_AGE59_ETHANOL	111
